ce_id	parent_id	level	short_name	description	stage_id	sort_order	phase	node_class
O02b02-Water heater	O02b-MEP	3	Water heater	Water heater service	Operate	2	operations	system
O02b03-Plumbing	O02b-MEP	3	Plumbing	Plumbing repairs	Operate	3	operations	system
O02b04-Electrical	O02b-MEP	3	Electrical	Electrical repairs	Operate	4	operations	system
O02c-Interior	O02-Maint	2	Interior	Interior maintenance	Operate	3	operations	system
O02c01-Flooring	O02c-Interior	3	Flooring	Floor maintenance	Operate	1	operations	system
O02c02-Paint	O02c-Interior	3	Paint	Repainting	Operate	2	operations	system
O02c03-Appliances	O02c-Interior	3	Appliances	Appliance repairs	Operate	3	operations	system
O02d-Exterior	O02-Maint	2	Exterior	Yard maintenance	Operate	4	operations	system
O02d01-Landscaping	O02d-Exterior	3	Landscaping	Landscape care	Operate	1	operations	system
O02d02-Hardscape	O02d-Exterior	3	Hardscape	Hardscape repairs	Operate	2	operations	system
O02e-Pest control	O02-Maint	2	Pest control	Pest management	Operate	5	operations	system
O02e01-Service	O02e-Pest control	3	Service	Pest service	Operate	1	operations	system
O02f-Home warranty	O02-Maint	2	Home warranty	Warranty coverage	Operate	6	operations	system
O02f01-Premium	O02f-Home warranty	3	Premium	Warranty premium	Operate	1	operations	system
O02g-Reserve contributions	O02-Maint	2	Reserve contributions	Savings reserve	Operate	7	operations	system
O02g01-Monthly	O02g-Reserve contributions	3	Monthly	Monthly reserve	Operate	1	operations	system
O03-PropIns		1	PropIns	Operating property insurance	Operate	20	operations	system
O04-Taxes		1	Taxes	Property taxes & special assessments	Operate	21	operations	regulatory
O04a-Property tax	O04-Taxes	2	Property tax	Annual property tax	Operate	1	operations	regulatory
O04a01-Local	O04a-Property tax	3	Local	Local tax	Operate	1	operations	regulatory
O04b-Special districts	O04-Taxes	2	Special districts	Special assessments	Operate	2	operations	regulatory
O04b01-Assessments	O04b-Special districts	3	Assessments	District fees	Operate	1	operations	regulatory
O05-HOA		1	HOA	HOA fees and assessments	Operate	22	operations	system
O05a-Services	O05-HOA	2	Services	HOA services	Operate	1	operations	system
O05a01-Landscaping	O05a-Services	3	Landscaping	Common landscaping	Operate	1	operations	system
O05a02-Snow removal	O05a-Services	3	Snow removal	Winter maintenance	Operate	2	operations	system
O05a03-Amenities	O05a-Services	3	Amenities	Amenity operations	Operate	3	operations	system
O05b-Management	O05-HOA	2	Management	HOA management	Operate	2	operations	system
O05b01-Fees	O05b-Management	3	Fees	Management fees	Operate	1	operations	system
O05c-Insurance	O05-HOA	2	Insurance	HOA insurance	Operate	3	operations	system
O05c01-Master policy	O05c-Insurance	3	Master policy	Common insurance	Operate	1	operations	system
O05d-Reserve	O05-HOA	2	Reserve	HOA reserves	Operate	4	operations	system
O05d01-Contributions	O05d-Reserve	3	Contributions	Reserve funding	Operate	1	operations	system
B05f02-Fencing	B05f-Site improvements & amenities	3	Fencing	Perimeter and security fencing	Build	2	construction	system
B05f01-Retaining walls	B05f-Site improvements & amenities	3	Retaining walls	Site retaining structures and walls	Build	1	construction	system
B05g02a-Patios	B05g02-Hardscape	4	Patios	Concrete and paver patios	Build	1	construction	system
B05g02b-Walkways	B05g02-Hardscape	4	Walkways	Pedestrian paths and walkways	Build	2	construction	system
B05g02c-Walls and borders	B05g02-Hardscape	4	Walls and borders	Landscape walls, edging, and borders	Build	3	construction	system
B07b01a06-Retaining	B07b01a-Foundation	5	Retaining	Structural retaining and foundation walls	Build	6	construction	system
B07b01c-Masonry	B07b01-Structure	4	Masonry	Concrete masonry and block construction	Build	3	construction	system
B07b01c01-CMU walls	B07b01c-Masonry	5	CMU walls	Concrete masonry unit walls	Build	1	construction	system
B07b01c02-Structural block	B07b01c-Masonry	5	Structural block	Load-bearing block construction	Build	2	construction	system
B07b01d-Structural steel	B07b01-Structure	4	Structural steel	Steel beams, columns, and connections	Build	4	construction	system
B07b01d01-Beams and columns	B07b01d-Structural steel	5	Beams and columns	Primary steel framing members	Build	1	construction	system
B07b01d02-Lintels	B07b01d-Structural steel	5	Lintels	Steel lintels and headers	Build	2	construction	system
B07b01d03-Connections	B07b01d-Structural steel	5	Connections	Steel connections and hardware	Build	3	construction	system
B07c02e-Specialties	B07c02-Plumbing	4	Specialties	Plumbing accessories and specialties	Build	5	construction	system
B07c02e01-Floor drains	B07c02e-Specialties	5	Floor drains	Floor and area drains	Build	1	construction	system
B07c02e02-Cleanouts	B07c02e-Specialties	5	Cleanouts	Access and cleanout fittings	Build	2	construction	system
B07c02e03-Hose bibs	B07c02e-Specialties	5	Hose bibs	Exterior water connections	Build	3	construction	system
B07c05c-Standpipes	B07c05-Fire protection	4	Standpipes	Fire standpipe systems	Build	3	construction	system
B07d02-Ceilings	B07d-Interiors	3	Ceilings	Ceiling systems and finishes	Build	2	construction	system
B07d02a-Acoustic tile	B07d02-Ceilings	4	Acoustic tile	Suspended acoustic ceiling systems	Build	1	construction	system
B07d02b-Drywall ceiling	B07d02-Ceilings	4	Drywall ceiling	Finished drywall ceilings	Build	2	construction	system
B07d02c-Specialty	B07d02-Ceilings	4	Specialty	Decorative and specialty ceilings	Build	3	construction	system
B07d13-Window treatments	B07d-Interiors	3	Window treatments	Blinds, shades, and window coverings	Build	13	construction	system
B07d13a-Blinds	B07d13-Window treatments	4	Blinds	Window blinds	Build	1	construction	system
B07d13b-Shades	B07d13-Window treatments	4	Shades	Window shades and coverings	Build	2	construction	system
B07d14-Specialties	B07d-Interiors	3	Specialties	Interior specialties and accessories	Build	14	construction	system
B07d14a-Signage	B07d14-Specialties	4	Signage	Interior wayfinding and signage	Build	1	construction	system
B07d14b-Toilet partitions	B07d14-Specialties	4	Toilet partitions	Restroom partitions and screens	Build	2	construction	system
B07d14c-Lockers	B07d14-Specialties	4	Lockers	Storage lockers	Build	3	construction	system
